data_id,name,main_category,sub_cat,main_cat,lat,lng,neighborhood
553293,masco site office,corporate office,company,"Stores, offices and commercial services",24.8519719,46.538962,ml
549831,laakilook,clothing store,Store,"Stores, offices and commercial services",24.8126794,46.6074727,ml
549826,almalqa car wash,car wash,Commercial_service,"Stores, offices and commercial services",24.8170778,46.5964186,ml
549821,global systems development co,computer support and services,company,"Stores, offices and commercial services",24.8166185,46.5978015,ml
549812,stormnology,technical service,company,"Stores, offices and commercial services",24.8164468,46.5970423,ml
549759,playground,road construction company,company,"Stores, offices and commercial services",24.8195591,46.5575118,ml
550872,top for education consultancy,education center,delete,delete,24.82189,46.6153843,ml
550871,visualizit,information services,company,"Stores, offices and commercial services",24.8247348,46.614955,ml
550865,catering,catering food and drink supplier,company,"Stores, offices and commercial services",24.8247348,46.614955,ml
549856,alasim  partners law firm,legal services,company,"Stores, offices and commercial services",24.8147922,46.6108757,ml
549854,cyan office building in finshing process,office equipment rental service,Commercial_service,"Stores, offices and commercial services",24.8185275,46.6175635,ml
549852,arla foods head office,corporate office,company,"Stores, offices and commercial services",24.8175655,46.6179551,ml
549848,qnb data center,computer support and services,company,"Stores, offices and commercial services",24.8182871,46.6084161,ml
549847,sahabhub,investment service,company,"Stores, offices and commercial services",24.8122928,46.6009358,ml
549842,mobily riyadh malqa data center,telecommunications service provider,company,"Stores, offices and commercial services",24.8180032,46.6085263,ml
549840,taha alabaddi marketing services,internet marketing service,Markets,"Stores, offices and commercial services",24.8112303,46.5999285,ml
549836,cooling and ac workshops,air conditioning repair service,Commercial_service,"Stores, offices and commercial services",24.8125236,46.6016358,ml
549018,sagal car rental,car dealer,Commercial_service,"Stores, offices and commercial services",24.8036899,46.6251983,ml
549012,invominds office,computer support and services,company,"Stores, offices and commercial services",24.80827,46.6195963,ml
549008,a total of shuraidah for trade and investment,investment service,company,"Stores, offices and commercial services",24.8094651,46.6192204,ml
549005,essence event,party equipment rental service,Commercial_service,"Stores, offices and commercial services",24.808291,46.619202,ml
549001,right service saudi arabia branch,marketing agency,company,"Stores, offices and commercial services",24.810229,46.6212308,ml
548976,asfar plaza,hotel,Hotel,Hopspitality,24.800812,46.6250589,ml
548967,kitchenpark,food producer,Markets,"Stores, offices and commercial services",24.8024377,46.6248767,ml
548966,tmreya al malqa,chocolate shop,Commercial_service,"Stores, offices and commercial services",24.8084709,46.6195242,ml
548951,alissa auto headquarters ,corporate office,company,"Stores, offices and commercial services",24.8069748,46.6160348,ml
548941,bycofee,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8057554,46.6152573,ml
548940,book a resto,food and beverage consultant,company,"Stores, offices and commercial services",24.8069065,46.6134194,ml
548937,integral information services,information services,company,"Stores, offices and commercial services",24.8069159,46.61579,ml
548935,keir international,telecommunications service provider,company,"Stores, offices and commercial services",24.8085632,46.6131629,ml
548934,amazon hub counter  9round,shipping and mailing service,delete,delete,24.805744,46.610747,ml
548933,iris technology saudi arabia,computer security service,company,"Stores, offices and commercial services",24.807845,46.6156495,ml
548932,chain reaction,internet marketing service,Markets,"Stores, offices and commercial services",24.8065194,46.6151569,ml
548929,cash insurance,money transfer service,Commercial_service,"Stores, offices and commercial services",24.8076069,46.6150761,ml
548926,esnad express  head office,logistics service,Commercial_service,"Stores, offices and commercial services",24.8067509,46.615955,ml
548925,hcl  cargo and logistics,logistics service,Commercial_service,"Stores, offices and commercial services",24.8071971,46.6168835,ml
548922,boon information technology company,technical service,company,"Stores, offices and commercial services",24.8079477,46.6178956,ml
548921,oil change,oil change service,Commercial_service,"Stores, offices and commercial services",24.8055081,46.6096248,ml
548919,raneed trading est,food products supplier,company,"Stores, offices and commercial services",24.8079035,46.6155763,ml
548916,petro aljamaan gas station,gas station,Gas station,"Stores, offices and commercial services",24.8053811,46.6097038,ml
548913,mihyar,clothing store,Store,"Stores, offices and commercial services",24.807367,46.6166515,ml
548912,she burger,restaurant,Resturant,"Stores, offices and commercial services",24.8072044,46.613554,ml
548904,almharat sa,education center,delete,delete,24.8046779,46.6083068,ml
548899,cooperative societies council,social services organization,Commercial_service,"Stores, offices and commercial services",24.8097844,46.600344,ml
548898,nora digital marketing services,corporate office,company,"Stores, offices and commercial services",24.8048201,46.6083202,ml
548895,sehati for information technology services llc,information services,company,"Stores, offices and commercial services",24.8008107,46.6014021,ml
548894,digital belt,computer support and services,company,"Stores, offices and commercial services",24.8061962,46.6031798,ml
548892,amazon hub counter  tamimi al malqa,shipping and mailing service,delete,delete,24.801645,46.602472,ml
548889,boxrella,technical service,company,"Stores, offices and commercial services",24.8074848,46.6015168,ml
548888,smsa service center,shipping and mailing service,delete,delete,24.8093112,46.6006417,ml
548886,defence cybersecurity,computer security service,company,"Stores, offices and commercial services",24.8035153,46.6052291,ml
548880,jarrah,food products supplier,company,"Stores, offices and commercial services",24.8010037,46.6015807,ml
548878,gas station,gas station,Gas station,"Stores, offices and commercial services",24.8100676,46.6001998,ml
548869,dish satellite receiver camera shop,satellite communication service,Commercial_service,"Stores, offices and commercial services",24.8103888,46.5977733,ml
548866,price company b2b,food and beverage consultant,company,"Stores, offices and commercial services",24.810645,46.5960327,ml
548267,power of tire,tire shop,Commercial_service,"Stores, offices and commercial services",24.7951562,46.6295825,ml
548233,rento car rentel,car leasing service,Commercial_service,"Stores, offices and commercial services",24.7990492,46.6274987,ml
548232,code design,business to business service,Commercial_service,"Stores, offices and commercial services",24.7964867,46.6239191,ml
548224,smsa service center,shipping and mailing service,delete,delete,24.799969,46.627113,ml
548218,naft,gas station,Gas station,"Stores, offices and commercial services",24.7917818,46.6246944,ml
548214,dominos pizza,pizza restaurant,Resturant,"Stores, offices and commercial services",24.7964772,46.6287746,ml
548212,platinum peak company,telecommunications contractor,company,"Stores, offices and commercial services",24.7921598,46.6098887,ml
548210,absher service device,government office,company,"Stores, offices and commercial services",24.7907786,46.6122034,ml
547424,pure wash cart,car wash,Commercial_service,"Stores, offices and commercial services",24.7907267,46.6112301,ml
547423,car wash,car wash,Commercial_service,"Stores, offices and commercial services",24.7880722,46.6154974,ml
547420,buffalo cone,food and beverage consultant,company,"Stores, offices and commercial services",24.7889462,46.6110464,ml
547413,winclex rope access solution,window cleaning service,Commercial_service,"Stores, offices and commercial services",24.7884928,46.6143193,ml
547398,fuel stations,gas station,Gas station,"Stores, offices and commercial services",24.7879081,46.6154354,ml
547396,skls training center,training centre,Other education services,Education,24.7813012,46.60007,ml
547393,joil fuel station,gas station,Gas station,"Stores, offices and commercial services",24.780805,46.5705943,ml
546748,skyfol,car detailing service,Commercial_service,"Stores, offices and commercial services",24.7806529,46.5984039,ml
546744,electronic,television repair service,Commercial_service,"Stores, offices and commercial services",24.7783827,46.579797,ml
546737,house of universal motorcycle canam,atv repair shop,Commercial_service,"Stores, offices and commercial services",24.7802653,46.5756896,ml
303380,thwary hotel,lodging,Commercial_service,"Stores, offices and commercial services",24.8174186,46.6174404,ml
303340,swiss taste,candy store,Store,"Stores, offices and commercial services",24.8247348,46.614955,ml
303334,darul uloom sabria makhdoomemillat samiti,religious school,School,Education,24.8247348,46.614955,ml
303329,learning time,school,School,Education,24.8200084,46.6071737,ml
303318,maria house,hotel,Hotel,Hopspitality,24.8180755,46.6068174,ml
303314,samama tower,building society,delete,delete,24.8247348,46.614955,ml
303285,prize mine,amusement park,Facilities,General facility,24.820734,46.601797,ml
303274,nasser al wahaibi mosque,mosque,Mosque,General facility,24.8173693,46.5988635,ml
303273,sheikh suleiman bin ibrahim al hamad mosque,mosque,Mosque,General facility,24.8205171,46.6050792,ml
303249,party yard,balloon store,Store,"Stores, offices and commercial services",24.8173907,46.5973835,ml
303240,kabsa corner,restaurant,Resturant,"Stores, offices and commercial services",24.8192728,46.5976901,ml
303229,starbucks,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8208847,46.6018867,ml
303227,afreen restaurant  cafe,restaurant,Resturant,"Stores, offices and commercial services",24.8218507,46.6040116,ml
303218,akt coffee,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8184618,46.5966647,ml
303215,dolci speciali,bakery,Commercial_service,"Stores, offices and commercial services",24.8175373,46.5973175,ml
303133,the law firm of majed alsaeed,legal services,company,"Stores, offices and commercial services",24.8180875,46.5945297,ml
303100,1shawarma,restaurant,Resturant,"Stores, offices and commercial services",24.8181736,46.5952324,ml
303091,subway,sandwich shop,Commercial_service,"Stores, offices and commercial services",24.8178342,46.5945624,ml
303087,bus burger,hamburger restaurant,Resturant,"Stores, offices and commercial services",24.8180513,46.5947828,ml
303083,raizr,rice restaurant,Resturant,"Stores, offices and commercial services",24.8181913,46.5963283,ml
303082,burgeration,hamburger restaurant,Resturant,"Stores, offices and commercial services",24.8183125,46.5955625,ml
303065,mug shot coffee,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8180397,46.596247,ml
303059,secret taste,restaurant,Resturant,"Stores, offices and commercial services",24.8184484,46.5958352,ml
303011,giovane by dar al arkan,villa,Facilities,General facility,24.823635,46.5500261,ml
303006,alwaseel hills compounds sabic,housing complex,delete,delete,24.8270024,46.5402438,ml
299689,labouchee,chocolate shop,Commercial_service,"Stores, offices and commercial services",24.81023,46.6205018,ml
299688,boon,health and beauty shop,Commercial_service,"Stores, offices and commercial services",24.8078384,46.6179845,ml
299686,philips riyadh office,office equipment supplier,company,"Stores, offices and commercial services",24.8074703,46.617494,ml
299682,sindi,clothing store,Store,"Stores, offices and commercial services",24.8075755,46.6174451,ml
299680,alshaya watches head office,jewelry store,Store,"Stores, offices and commercial services",24.8075027,46.6176334,ml
299679,aromatic,perfume store,Store,"Stores, offices and commercial services",24.809764,46.6197682,ml
299673,sport podium,sportswear store,Commercial_service,"Stores, offices and commercial services",24.8090667,46.6185302,ml
299671,lomar,clothing store,Store,"Stores, offices and commercial services",24.807722,46.6176854,ml
299669,alsalman oud,perfume store,Store,"Stores, offices and commercial services",24.8086838,46.6179553,ml
299665,dates basket,candy store,Store,"Stores, offices and commercial services",24.8083472,46.6191925,ml
299656,one to one,english language school,Other education services,Education,24.8099839,46.6206565,ml
299651,saudi enmaat company,construction company,company,"Stores, offices and commercial services",24.8094508,46.6191718,ml
299633,mosque,mosque,Mosque,General facility,24.8122799,46.6168933,ml
299632,diet watchers,health food store,Store,"Stores, offices and commercial services",24.8086588,46.6195512,ml
299627,darina tower housing units,hotel,Hotel,Hopspitality,24.8171253,46.6167525,ml
299623,jarir office villa,homestay,Commercial_service,"Stores, offices and commercial services",24.8167572,46.617321,ml
299620,zain,telecommunications service provider,company,"Stores, offices and commercial services",24.807412,46.6164831,ml
299609,fotona xs dynamis,hospital,Hospital,Health,24.8085031,46.6193971,ml
299599,alshalhoub for bedding  bath,bedding store,Store,"Stores, offices and commercial services",24.816899,46.6183592,ml
299595,bed quarter company,mattress store,Store,"Stores, offices and commercial services",24.8170615,46.6176538,ml
299593,space furniture,furniture store,Store,"Stores, offices and commercial services",24.8164772,46.618643,ml
299588,vision by fmc,audio visual equipment supplier,company,"Stores, offices and commercial services",24.8086193,46.6196716,ml
299587,qasr alawani,home goods store,Store,"Stores, offices and commercial services",24.817048,46.6182469,ml
299578,krispy chicken,restaurant,Resturant,"Stores, offices and commercial services",24.8082057,46.6194386,ml
299577,burgerizzr,hamburger restaurant,Resturant,"Stores, offices and commercial services",24.8087239,46.6171465,ml
299576,wister,restaurant,Resturant,"Stores, offices and commercial services",24.8087332,46.6200965,ml
299575,pizzariyo,pizza restaurant,Resturant,"Stores, offices and commercial services",24.8087282,46.6171445,ml
299573,etta,restaurant,Resturant,"Stores, offices and commercial services",24.8092526,46.6188575,ml
299572,pam and cow,american restaurant,Resturant,"Stores, offices and commercial services",24.8091347,46.6185876,ml
299570,pureger,hamburger restaurant,Resturant,"Stores, offices and commercial services",24.8082831,46.6190036,ml
299562,dunkin donuts,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8092979,46.619148,ml
299556,sugar hive,coffee shop,Commercial_service,"Stores, offices and commercial services",24.808436,46.6194033,ml
299555,namq cafe,cafe,Cafes,"Stores, offices and commercial services",24.8076603,46.6177813,ml
299553,7 ribs,meat dish restaurant,Resturant,"Stores, offices and commercial services",24.8075055,46.617191,ml
299551,whites,cosmetics store,Store,"Stores, offices and commercial services",24.8086358,46.6167904,ml
299550,starbucks,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8085939,46.6173226,ml
299549,ahla aseer,juice shop,Commercial_service,"Stores, offices and commercial services",24.8086659,46.6172054,ml
299548,greenish,restaurant,Resturant,"Stores, offices and commercial services",24.8086732,46.6169791,ml
299547,saudi post,post office,company,"Stores, offices and commercial services",24.809333,46.6192851,ml
299543,abella chocolatier,chocolate shop,Commercial_service,"Stores, offices and commercial services",24.8079263,46.6178445,ml
299542,shahia food limited head office,cafe,Cafes,"Stores, offices and commercial services",24.8099737,46.6204648,ml
299541,shahia food ltd company,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8097385,46.6194199,ml
299528,suave chocolate,chocolate shop,Commercial_service,"Stores, offices and commercial services",24.8079024,46.6156735,ml
299524,is4ts,aircraft supply store,Store,"Stores, offices and commercial services",24.807783,46.6157576,ml
299515,rasttaka,beauty salon,Commercial_service,"Stores, offices and commercial services",24.8166228,46.6097073,ml
299511,british saudi training counsel,english language school,Other education services,Education,24.8171474,46.6095652,ml
299508,danataluloom international schools,school,School,Education,24.8084375,46.6064838,ml
299506,alakhdar,construction company,company,"Stores, offices and commercial services",24.8077279,46.6147951,ml
299501,di lusso,italian restaurant,Resturant,"Stores, offices and commercial services",24.8074365,46.6146566,ml
299500,jaidi trading est building materials,corporate office,company,"Stores, offices and commercial services",24.8131217,46.6118414,ml
299484,nora zamil alzamil mosque,mosque,Mosque,General facility,24.8172038,46.6113552,ml
299482,nesser abushanag mosque,mosque,Mosque,General facility,24.8159493,46.6095093,ml
299477,nasima hotel apartments,hotel,Hotel,Hopspitality,24.8159731,46.6144207,ml
299475,farah girls hostel,hostel,Commercial_service,"Stores, offices and commercial services",24.8122679,46.6065457,ml
299467,the law office of bander alnogaithan,law firm,company,"Stores, offices and commercial services",24.8079802,46.6154896,ml
299463,almalga village compound,apartment complex,Commercial_service,"Stores, offices and commercial services",24.8085126,46.6141145,ml
299460,lovely memory,gift shop,Commercial_service,"Stores, offices and commercial services",24.8102089,46.612583,ml
299458,alouda pharmacy,pharmacy,Pharmacy,Health,24.8077939,46.615536,ml
299456,mist seafood restaurant,seafood restaurant,Resturant,"Stores, offices and commercial services",24.8076747,46.6152983,ml
299455,beyzade,turkish restaurant,Resturant,"Stores, offices and commercial services",24.807497,46.6144866,ml
299454,buffet for four meals,fast food restaurant,Resturant,"Stores, offices and commercial services",24.8097366,46.6127399,ml
299453,mamani,food court,Commercial_service,"Stores, offices and commercial services",24.81408,46.6104651,ml
299448,aurora coffee,coffee shop,Commercial_service,"Stores, offices and commercial services",24.816659,46.6097295,ml
299445,rosegarden cafe,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8097853,46.6127653,ml
299444,kicksters,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8132341,46.6076063,ml
299439,zooba,egyptian restaurant,Resturant,"Stores, offices and commercial services",24.8073173,46.6137577,ml
299435,al rajhi bank,bank,Bank,"Stores, offices and commercial services",24.8114375,46.6124375,ml
299434,snb alahli,bank,Bank,"Stores, offices and commercial services",24.8163125,46.6099375,ml
299430,lt ptd office,corporate office,company,"Stores, offices and commercial services",24.807981,46.615615,ml
299427,al fahhad travel and tourism co eathar holidays,travel agency,company,"Stores, offices and commercial services",24.8134318,46.5986361,ml
299426,sunrise travel  tourism ksa,travel agency,company,"Stores, offices and commercial services",24.8130107,46.6039086,ml
299421,petromin express,oil change service,Commercial_service,"Stores, offices and commercial services",24.8099934,46.5998389,ml
299413,malga,clothing store,Store,"Stores, offices and commercial services",24.8166602,46.5971009,ml
299410,white veil,vintage clothing store,Store,"Stores, offices and commercial services",24.8163895,46.5979596,ml
299408,karmen perfumes,perfume store,Store,"Stores, offices and commercial services",24.8105649,46.6000952,ml
299407,yesido,costume store,Store,"Stores, offices and commercial services",24.8123077,46.6012031,ml
299406,almalqaalkhair stationery,stationery store,Store,"Stores, offices and commercial services",24.8108507,46.6031952,ml
299401,jannat alqairwan grocery,grocery store,Markets,"Stores, offices and commercial services",24.8106882,46.6008402,ml
299397,mattan stall,grocery store,Markets,"Stores, offices and commercial services",24.8085521,46.6018434,ml
299396,sweet mart,convenience store,Markets,"Stores, offices and commercial services",24.8155419,46.5982797,ml
299392,leathermate,shoe repair shop,Commercial_service,"Stores, offices and commercial services",24.8111146,46.5993117,ml
299390,bedayaat al malqa,kindergarten,School,Education,24.813532,46.6041526,ml
299387,bki for languages,school,School,Education,24.8143718,46.5994804,ml
299385,creative stars kindergarten,school,School,Education,24.81481,46.602122,ml
299382,company products safa cement factory,ready mix concrete supplier,company,"Stores, offices and commercial services",24.8074897,46.6015309,ml
299369,muhrah gardens office,corporate office,company,"Stores, offices and commercial services",24.8169895,46.597605,ml
299368,sarah bint abdullah alfaryan,mosque,Mosque,General facility,24.8097874,46.5984721,ml
299367,almuhanna mosque in almlqa,mosque,Mosque,General facility,24.8099934,46.6035352,ml
299366,abanmai mosque,mosque,Mosque,General facility,24.8155927,46.6054559,ml
299362,dar alfateera restaurant,restaurant,Resturant,"Stores, offices and commercial services",24.8073015,46.6015423,ml
299358,almajdiah 40,lodging,Commercial_service,"Stores, offices and commercial services",24.8141321,46.6030063,ml
299357,wma flat,lodging,Commercial_service,"Stores, offices and commercial services",24.812853,46.602844,ml
299353,l house,hotel,Hotel,Hopspitality,24.8129664,46.6015859,ml
299352,malqa studio,motel,Motel,Hopspitality,24.8127464,46.6019644,ml
299351,peer mama room,homestay,Commercial_service,"Stores, offices and commercial services",24.813077,46.6003194,ml
299345,ahmed alhumayn law firm,general practice attorney,delete,delete,24.8161737,46.5979369,ml
299344,abdul rahman bin mohammed mahivev lawyers and consultants,corporate office,company,"Stores, offices and commercial services",24.8133067,46.598599,ml
299343,dmsaad otaibi attorneys  legal consultants,general practice attorney,delete,delete,24.812688,46.5997073,ml
299334,azam,hospital,Hospital,Health,24.8120835,46.6001589,ml
299331,jazeera paints,paint store,Store,"Stores, offices and commercial services",24.8159219,46.5973782,ml
299320,cooling and air conditioning,electronics store,Store,"Stores, offices and commercial services",24.8103136,46.6014498,ml
299312,fatakat,fast food restaurant,Resturant,"Stores, offices and commercial services",24.8104795,46.6008228,ml
299300,wholesome,restaurant,Resturant,"Stores, offices and commercial services",24.8136579,46.5990639,ml
299292,leto cafe abir,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8137211,46.6041821,ml
299287,sarajivo cafe,cafe,Cafes,"Stores, offices and commercial services",24.810189,46.6002738,ml
299286,cousin cafe,cafe,Cafes,"Stores, offices and commercial services",24.8166428,46.6005919,ml
299285,assesseur cafe,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8107783,46.5975595,ml
299284,munat cafe,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8144446,46.6061721,ml
299283,plop,cafe,Cafes,"Stores, offices and commercial services",24.8108733,46.6032526,ml
299281,fillmore speciality coffee,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8166486,46.5977195,ml
299280,voltz cafe,cafe,Cafes,"Stores, offices and commercial services",24.8151939,46.5968203,ml
299274,furn,bakery,Commercial_service,"Stores, offices and commercial services",24.8106644,46.6010228,ml
299273,doughmate cakery bakery,bakery,Commercial_service,"Stores, offices and commercial services",24.8135993,46.5985345,ml
299270,nahdi,pharmacy,Pharmacy,Health,24.8119544,46.6002107,ml
299252,swalief aldira restaurant,restaurant,Resturant,"Stores, offices and commercial services",24.8170511,46.5926795,ml
299248,tawhid mosque,mosque,Mosque,General facility,24.8127361,46.5930165,ml
299244,jarir malga,group accommodation,delete,delete,24.8080089,46.5908477,ml
299242,hostel altamauz vip branch 2,hostel,Commercial_service,"Stores, offices and commercial services",24.8081178,46.5924882,ml
299241,home sweet home,hotel,Hotel,Hopspitality,24.8124956,46.5928935,ml
299235,hostel altamauz vip branch 3,hostel,Commercial_service,"Stores, offices and commercial services",24.8091891,46.5935584,ml
299229,saudi clean,laundromat,Commercial_service,"Stores, offices and commercial services",24.8151965,46.5959628,ml
299220,sara al  kun refrigeration  air conditioning est,electronics store,Store,"Stores, offices and commercial services",24.8083597,46.5928882,ml
299218,kudu,restaurant,Resturant,"Stores, offices and commercial services",24.8164916,46.5914826,ml
299211,meimei coffee,cafe,Cafes,"Stores, offices and commercial services",24.8143889,46.5866111,ml
299210,yellow line coffee,cafe,Cafes,"Stores, offices and commercial services",24.8095059,46.5956888,ml
299209,ojo cafe,cafe,Cafes,"Stores, offices and commercial services",24.8094109,46.5941991,ml
299208,blue bee cafe,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8077014,46.5901477,ml
299207,mimi cafe,coffee shop,Commercial_service,"Stores, offices and commercial services",24.8138334,46.5870592,ml
299205,chill goat,cafe,Cafes,"Stores, offices and commercial services",24.8077894,46.5902008,ml
299199,aldrees,gas station,Gas station,"Stores, offices and commercial services",24.8154546,46.588784,ml
296222,flowers  more,flower market,Markets,"Stores, offices and commercial services",24.8072428,46.6162734,ml
296221,sindion technology ltd,software company,company,"Stores, offices and commercial services",24.8046484,46.6084914,ml
296219,malqa site,electronics store,Store,"Stores, offices and commercial services",24.8069057,46.6160986,ml
296215,pizzaratti al malqa,pizza restaurant,Resturant,"Stores, offices and commercial services",24.804898,46.6085933,ml
296213,finzione,neapolitan restaurant,Resturant,"Stores, offices and commercial services",24.8048248,46.6083641,ml
296212,32grimp,restaurant,Resturant,"Stores, offices and commercial services",24.8046134,46.6080037,ml
296211,bones,italian restaurant,Resturant,"Stores, offices and commercial services",24.8072159,46.61364,ml
296210,geek burger,fast food restaurant,Resturant,"Stores, offices and commercial services",24.8046826,46.6081482,ml
296207,the table,restaurant,Resturant,"Stores, offices and commercial services",24.8056627,46.6103638,ml
296205,le trottoir cafe,fine dining restaurant,Resturant,"Stores, offices and commercial services",24.804945,46.6082568,ml
296203,papillon cafe,coffee store,Cafes,"Stores, offices and commercial services",24.803808,46.6075904,ml
296197,shiro,japanese restaurant,Resturant,"Stores, offices and commercial services",24.806447,46.6121106,ml
296195,dpa,financial consultant,company,"Stores, offices and commercial services",24.8072181,46.6135726,ml
296194,sabb,bank,Bank,"Stores, offices and commercial services",24.8065882,46.6149267,ml
296491,elite car,car rental agency,company,"Stores, offices and commercial services",24.7990388,46.6275306,ml
296468,smsa express,shipping and mailing,delete,delete,24.7998999,46.6271212,ml
296458,parents mosque,mosque,Mosque,General facility,24.7991846,46.6264191,ml
296447,alyamamah palace housing units,hotel,Hotel,Hopspitality,24.7975976,46.6267083,ml
296441,syyad,lodging,Commercial_service,"Stores, offices and commercial services",24.7973591,46.6268795,ml
296434,almeswak dental clinics,dental clinic,Clinic,Health,24.7998508,46.6271228,ml
296406,zicaffe drivethru,coffee shop,Commercial_service,"Stores, offices and commercial services",24.7977379,46.628195,ml
296404,seder environment,investment service,company,"Stores, offices and commercial services",24.7980445,46.6277605,ml
296401,dunkin donuts,donut shop,Commercial_service,"Stores, offices and commercial services",24.7999445,46.6270349,ml
296392,hesen al musafer travels n tourism,travel agency,company,"Stores, offices and commercial services",24.8071938,46.6168982,ml
296386,alzamil water tanks,building materials store,Commercial_service,"Stores, offices and commercial services",24.8055821,46.6242767,ml
296384,rtab dates,candy store,Store,"Stores, offices and commercial services",24.8016265,46.6263008,ml
296383,vegetable shop,fruit and vegetable store,Markets,"Stores, offices and commercial services",24.7992137,46.6213391,ml
296378,albaseqat grocery store,grocery store,Markets,"Stores, offices and commercial services",24.7994386,46.6220292,ml
296375,subway,sandwich shop,Commercial_service,"Stores, offices and commercial services",24.8043059,46.6248344,ml
296373,asera complex,apartment complex,Commercial_service,"Stores, offices and commercial services",24.7998624,46.6177382,ml
296371,alzaid mosque,mosque,Mosque,General facility,24.803651,46.6221937,ml
296365,shawermaddiction,fast food restaurant,Resturant,"Stores, offices and commercial services",24.8056367,46.6241631,ml
296362,antara,hotel,Hotel,Hopspitality,24.8054695,46.6242385,ml
296361,sinan tower 1,hotel,Hotel,Hopspitality,24.8018174,46.6260814,ml
296360,gold lists,extended stay hotel,Hotel,Hopspitality,24.8009772,46.6254977,ml
296350,nozol aram 2 hotel apartments,extended stay hotel,Hotel,Hopspitality,24.8004389,46.6256784,ml
296349,vera hotel,hotel,Hotel,Hopspitality,24.8019552,46.6250002,ml
296347,jood hotel,hotel,Hotel,Hopspitality,24.8001909,46.6250227,ml
296340,gara32,lodging,Commercial_service,"Stores, offices and commercial services",24.7993374,46.6230407,ml
296339,aknan hotel apartments,hotel,Hotel,Hopspitality,24.8014904,46.622495,ml
296338,oyo 160 dotel suites,hotel,Hotel,Hopspitality,24.8011209,46.6229021,ml
296337,180 degrees hotel,hotel,Hotel,Hopspitality,24.7992047,46.621387,ml
296335,hostel alfaris,hostel,Commercial_service,"Stores, offices and commercial services",24.8024204,46.6169132,ml
296331,deyala suites,hotel,Hotel,Hopspitality,24.7994662,46.6233387,ml
296330,tanar hotel,motel,Motel,Hopspitality,24.8015373,46.6241175,ml
296325,rozan laundry,laundry service,Commercial_service,"Stores, offices and commercial services",24.798171,46.6199683,ml
296314,fitlee fitness center,gym,Commercial_service,"Stores, offices and commercial services",24.7993249,46.6211606,ml
296306,burgerizzr,hamburger restaurant,Resturant,"Stores, offices and commercial services",24.8015492,46.6262609,ml
296304,broccoli pizza and pasta,italian restaurant,Resturant,"Stores, offices and commercial services",24.8052579,46.6243456,ml
296303,hamburgini,hamburger restaurant,Resturant,"Stores, offices and commercial services",24.8041973,46.6249476,ml
296299,bellissimo,restaurant,Resturant,"Stores, offices and commercial services",24.8072604,46.6163851,ml
296294,pizza ksa,restaurant,Resturant,"Stores, offices and commercial services",24.8003123,46.6253603,ml
296290,boojied,restaurant,Resturant,"Stores, offices and commercial services",24.8004607,46.6244297,ml
296288,bout,restaurant,Resturant,"Stores, offices and commercial services",24.8006409,46.6247445,ml
296282,al khat girls students building,building society,delete,delete,24.7994449,46.6215901,ml
296278,doolv 2 hotel,hotel,Hotel,Hopspitality,24.7973606,46.6261017,ml
296275,marynoon,chocolate shop,Commercial_service,"Stores, offices and commercial services",24.8070206,46.616025,ml
296271,honey moon,boutique,Commercial_service,"Stores, offices and commercial services",24.8070763,46.6159975,ml
296269,dorfen fashion,vintage clothing store,Store,"Stores, offices and commercial services",24.805052,46.609831,ml
296267,talah aljood dates,candy store,Store,"Stores, offices and commercial services",24.806701,46.6153973,ml
296264,deraah store,perfume store,Store,"Stores, offices and commercial services",24.8068094,46.6153742,ml
296263,omprakash prajapati tain,general store,Store,"Stores, offices and commercial services",24.7999478,46.6160444,ml
296261,sports corner,store,Store,"Stores, offices and commercial services",24.8053595,46.6092191,ml
296260,the nail corner,nail salon,Commercial_service,"Stores, offices and commercial services",24.8068996,46.6156541,ml
296259,chopped,market,Markets,"Stores, offices and commercial services",24.8056612,46.6105539,ml
296258,urbn lot,men's clothing store,Store,"Stores, offices and commercial services",24.8049188,46.6088255,ml
296252,tahweel building trading company,corporate office,company,"Stores, offices and commercial services",24.8055657,46.6093293,ml
296241,p,parking lot,delete,delete,24.8060261,46.6115771,ml
296235,mosque abdul rahman alsahli khanany,mosque,Mosque,General facility,24.8042809,46.6161718,ml
296234,princess munira bin abdulaziz bin galloway masjed,mosque,Mosque,General facility,24.8049833,46.6136257,ml
296232,the california burger,hamburger restaurant,Resturant,"Stores, offices and commercial services",24.8064834,46.6122904,ml
296229,aber 101,hotel,Hotel,Hopspitality,24.807155,46.6154921,ml
296193,fruit clusters market,grocery store,Markets,"Stores, offices and commercial services",24.8057994,46.6152839,ml
